Código del ámbito,Ámbito,Código del área (M49),Área,Código del elemento,Elemento,Código del producto (CPC),Producto,Código del año,Año,Unidad,Valor,Símbolo,Descripción del Símbolo,Nota
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01199.02","Cereales, mezcla","2010","2010","ha","10036","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01199.02","Cereales, mezcla","2010","2010","kg/ha","1284.9","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01199.02","Cereales, mezcla","2010","2010","toneladas","12895","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01199.02","Cereales, mezcla","2011","2011","ha","9399","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01199.02","Cereales, mezcla","2011","2011","kg/ha","1996","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01199.02","Cereales, mezcla","2011","2011","toneladas","18760","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01199.02","Cereales, mezcla","2012","2012","ha","3900","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01199.02","Cereales, mezcla","2012","2012","kg/ha","1076.9","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01199.02","Cereales, mezcla","2012","2012","toneladas","4200","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01199.02","Cereales, mezcla","2013","2013","ha","7562","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01199.02","Cereales, mezcla","2013","2013","kg/ha","1154.6","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01199.02","Cereales, mezcla","2013","2013","toneladas","8731","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01199.02","Cereales, mezcla","2014","2014","ha","7185","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01199.02","Cereales, mezcla","2014","2014","kg/ha","1379.1","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01199.02","Cereales, mezcla","2014","2014","toneladas","9909","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01199.02","Cereales, mezcla","2015","2015","ha","7200","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01199.02","Cereales, mezcla","2015","2015","kg/ha","1388.9","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01199.02","Cereales, mezcla","2015","2015","toneladas","10000","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01199.02","Cereales, mezcla","2016","2016","ha","7260","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01199.02","Cereales, mezcla","2016","2016","kg/ha","1517.1","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01199.02","Cereales, mezcla","2016","2016","toneladas","11014","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01199.02","Cereales, mezcla","2017","2017","ha","4245","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01199.02","Cereales, mezcla","2017","2017","kg/ha","1509.3","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01199.02","Cereales, mezcla","2017","2017","toneladas","6407","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01199.02","Cereales, mezcla","2018","2018","ha","48610","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01199.02","Cereales, mezcla","2018","2018","kg/ha","3288.6","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01199.02","Cereales, mezcla","2018","2018","toneladas","159860","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01199.02","Cereales, mezcla","2019","2019","ha","43930","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01199.02","Cereales, mezcla","2019","2019","kg/ha","1961.5","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01199.02","Cereales, mezcla","2019","2019","toneladas","86170","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01199.02","Cereales, mezcla","2020","2020","ha","44260","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01199.02","Cereales, mezcla","2020","2020","kg/ha","3007.7","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01199.02","Cereales, mezcla","2020","2020","toneladas","133120","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01199.02","Cereales, mezcla","2021","2021","ha","45610","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01199.02","Cereales, mezcla","2021","2021","kg/ha","2472","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01199.02","Cereales, mezcla","2021","2021","toneladas","112750","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01199.02","Cereales, mezcla","2022","2022","ha","45670","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01199.02","Cereales, mezcla","2022","2022","kg/ha","2210","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01199.02","Cereales, mezcla","2022","2022","toneladas","100930","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01199.02","Cereales, mezcla","2023","2023","ha","37130","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01199.02","Cereales, mezcla","2023","2023","kg/ha","887.2","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01199.02","Cereales, mezcla","2023","2023","toneladas","32940","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01199.02","Cereales, mezcla","2024","2024","ha","43190","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01199.02","Cereales, mezcla","2024","2024","kg/ha","2794.4","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01199.02","Cereales, mezcla","2024","2024","toneladas","120690","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01344.02","Cerezas","2005","2005","ha","23515","X","Cifra de fuente externa","Cifras no oficiales"
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01344.02","Cerezas","2005","2005","kg/ha","3937.9","X","Cifra de fuente externa",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01344.02","Cerezas","2005","2005","toneladas","92600","X","Cifra de fuente externa","Cifras no oficiales"
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01344.02","Cerezas","2006","2006","ha","23626","X","Cifra de fuente externa","Cifras no oficiales"
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01344.02","Cerezas","2006","2006","kg/ha","3733.2","X","Cifra de fuente externa",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01344.02","Cerezas","2006","2006","toneladas","88200","X","Cifra de fuente externa","Cifras no oficiales"
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01344.02","Cerezas","2007","2007","ha","23644","X","Cifra de fuente externa","Cifras no oficiales"
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01344.02","Cerezas","2007","2007","kg/ha","3095.9","X","Cifra de fuente externa",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01344.02","Cerezas","2007","2007","toneladas","73200","X","Cifra de fuente externa","Cifras no oficiales"
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01344.02","Cerezas","2008","2008","ha","24071","X","Cifra de fuente externa","Cifras no oficiales"
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01344.02","Cerezas","2008","2008","kg/ha","2895.6","X","Cifra de fuente externa",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01344.02","Cerezas","2008","2008","toneladas","69700","X","Cifra de fuente externa","Cifras no oficiales"
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01344.02","Cerezas","2009","2009","ha","24304","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01344.02","Cerezas","2009","2009","kg/ha","4017.7","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01344.02","Cerezas","2009","2009","toneladas","97645","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01344.02","Cerezas","2010","2010","ha","24290","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01344.02","Cerezas","2010","2010","kg/ha","3507.3","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01344.02","Cerezas","2010","2010","toneladas","85192","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01344.02","Cerezas","2011","2011","ha","24967","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01344.02","Cerezas","2011","2011","kg/ha","4083.2","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01344.02","Cerezas","2011","2011","toneladas","101945","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01344.02","Cerezas","2012","2012","ha","24972","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01344.02","Cerezas","2012","2012","kg/ha","3882.2","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01344.02","Cerezas","2012","2012","toneladas","96946","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01344.02","Cerezas","2013","2013","ha","25300","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01344.02","Cerezas","2013","2013","kg/ha","3841.9","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01344.02","Cerezas","2013","2013","toneladas","97200","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01344.02","Cerezas","2014","2014","ha","25594","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01344.02","Cerezas","2014","2014","kg/ha","4619.1","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01344.02","Cerezas","2014","2014","toneladas","118220","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01344.02","Cerezas","2015","2015","ha","26492","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01344.02","Cerezas","2015","2015","kg/ha","3553.7","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01344.02","Cerezas","2015","2015","toneladas","94145","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01344.02","Cerezas","2016","2016","ha","26946","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01344.02","Cerezas","2016","2016","kg/ha","3729.8","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01344.02","Cerezas","2016","2016","toneladas","100503","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01344.02","Cerezas","2017","2017","ha","27592","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01344.02","Cerezas","2017","2017","kg/ha","4147.3","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01344.02","Cerezas","2017","2017","toneladas","114433","A","Cifra oficial",""
